study_id,composition,dopant_family,Cu_stoichiometry,zT_350C,zT_max,zT_max_temp_C,zT_max_temp_K,seebeck_350C_uVK,seebeck_at_zTmax_uVK,conductivity_350C_1e4Sm,conductivity_at_zTmax_1e4Sm,thermal_conductivity_350C_WmK,thermal_conductivity_at_zTmax_WmK,carrier_concentration_cm3,synthesis,compaction,sintering_type,sintering_temp_K,sintering_temp_C,relative_density_pct,density_g_cm3,theoretical_density_g_cm3,density_reference,remarks,citation
Zhu 2019,Cu12Sb4S12.6Se0.4,Se,12.0,0.48,0.69,450.0,,123.0,165.0,8.6,6.2,1.61,1.35,,quartz ampoule. 923K 12h,CP + annealing : 723K (1 week) + HP 673K 1h 250MPa,HP,674.0,,97.0,,,,,"Zhu, C., Ming, H., Huang, L., Zhang, B., Lou, X., Li, D., Jabar, B., Xin, H., Zhang, J., & Qin, X. (2019). Achieving high power factor and thermoelectric performance through dual substitution of Zn and Se in tetrahedrites Cu12Sb4S13. Applied Physics Letters, 115(18). https://doi.org/10.1063/1.5119403"
Zhu 2019,Cu12Sb4S12.9Se0.1,Se,12.0,0.5,0.66,450.0,,110.0,142.0,9.4,7.2,1.48,1.27,,quartz ampoule. 923K 12h,CP + annealing : 723K (1 week) + HP 673K 1h 250MPa,HP,675.0,,97.0,,,,,"Zhu, C., Ming, H., Huang, L., Zhang, B., Lou, X., Li, D., Jabar, B., Xin, H., Zhang, J., & Qin, X. (2019). Achieving high power factor and thermoelectric performance through dual substitution of Zn and Se in tetrahedrites Cu12Sb4S13. Applied Physics Letters, 115(18). https://doi.org/10.1063/1.5119404"
Zhu 2019,Cu12Sb4S12.7Se0.3,Se,12.0,0.52,0.75,450.0,,115.0,150.0,9.4,7.2,1.48,1.32,,quartz ampoule. 923K 12h,CP + annealing : 723K (1 week) + HP 673K 1h 250MPa,HP,673.0,,98.0,,,,,"Zhu, C., Ming, H., Huang, L., Zhang, B., Lou, X., Li, D., Jabar, B., Xin, H., Zhang, J., & Qin, X. (2019). Achieving high power factor and thermoelectric performance through dual substitution of Zn and Se in tetrahedrites Cu12Sb4S13. Applied Physics Letters, 115(18). https://doi.org/10.1063/1.5119403"
Kwak 2021 Se,Cu12 Sb4 S12.9Se0.1,Se,12.0,0.58,0.84,450.0,723.0,156.0,165.0,3.7,3.63,0.95,0.86,9e+18,MA 350rpm 24h in Argon,HP  723 K 2h 70 MPa in Vacuum,HP,723.0,450.0,97.0,,,,,"Sung-Gyu Kwak, Go-Eun Lee, II-Ho Kim. Effects of Se Doping on Thermoelectric Properties of Tetrahedrite Cu12Sb4S13-zSez.Electronic Materials Letters (2021) 17 164-171. https://doi.org/10.1007/s13391-021-00270-3"
Kwak 2021 Se,Cu12 Sb4 S12.8Se0.2,Se,12.0,0.58,0.87,450.0,723.0,170.0,173.0,3.05,3.05,0.85,0.77,5e+18,MA 350rpm 24h in Argon,HP  723 K 2h 70 MPa in Vacuum,HP,723.0,450.0,99.0,,,,,"Sung-Gyu Kwak, Go-Eun Lee, II-Ho Kim. Effects of Se Doping on Thermoelectric Properties of Tetrahedrite Cu12Sb4S13-zSez.Electronic Materials Letters (2021) 17 164-171. https://doi.org/10.1007/s13391-021-00270-4"
Kwak 2021 Se,Cu12 Sb4 S12.7Se0.3,Se,12.0,0.5,0.65,450.0,723.0,173.0,175.0,1.7,1.8,0.6,0.6,1.7e+18,MA 350rpm 24h in Argon,HP  723 K 2h 70 MPa in Vacuum,HP,723.0,450.0,97.0,,,,,"Sung-Gyu Kwak, Go-Eun Lee, II-Ho Kim. Effects of Se Doping on Thermoelectric Properties of Tetrahedrite Cu12Sb4S13-zSez.Electronic Materials Letters (2021) 17 164-171. https://doi.org/10.1007/s13391-021-00270-5"
Kwak 2021 Se,Cu12 Sb4 S12.6Se0.4,Se,12.0,0.43,0.6,450.0,723.0,212.0,212.0,1.0,1.2,0.65,0.65,2.2e+18,MA 350rpm 24h in Argon,HP  723 K 2h 70 MPa in Vacuum,HP,723.0,450.0,96.0,,,,,"Sung-Gyu Kwak, Go-Eun Lee, II-Ho Kim. Effects of Se Doping on Thermoelectric Properties of Tetrahedrite Cu12Sb4S13-zSez.Electronic Materials Letters (2021) 17 164-171. https://doi.org/10.1007/s13391-021-00270-6"
Lu 2016 Se,Cu12 Sb4 S11.5Se0.5,Se,12.0,0.49,0.72,450.0,,121.0,143.0,1.62,1.39,1.44,1.35,,quartz tube.  923 K (12h). BM(5min),CP + quartz tube annealing  at 723 K (1 week)+ HP 80MPa 723 K (30min),HP,723.0,,,,,,,"Lu, X., Morelli, D. T., Wang, Y., Lai, W., Xia, Y., & Ozolins, V. (2016). Phase Stability, Crystal Structure, and Thermoelectric Properties of Cu12Sb4S13-xSex Solid Solutions. Chemistry of Materials, 28(6), 1781–1786. https://doi.org/10.1021/acs.chemmater.5b04794"
Lu 2016 Se,Cu12 Sb4 S11Se,Se,12.0,0.56,0.86,450.0,,116.0,138.0,1.62,1.39,1.43,1.32,,quartz tube.  923 K (12h). BM(5min),CP + quartz tube annealing  at 723 K (1 week)+ HP 80MPa 723 K (30min),HP,723.0,,,,,,,"Lu, X., Morelli, D. T., Wang, Y., Lai, W., Xia, Y., & Ozolins, V. (2016). Phase Stability, Crystal Structure, and Thermoelectric Properties of Cu12Sb4S13-xSex Solid Solutions. Chemistry of Materials, 28(6), 1781–1786. https://doi.org/10.1021/acs.chemmater.5b04795"
Lu 2016 Se,Cu12 Sb4 S11Se2,Se,12.0,0.47,0.71,450.0,723.0,120.0,140.0,1.62,1.39,1.43,1.3,,quartz tube.  923 K (12h). BM(5min),CP + quartz tube annealing  at 723 K (1 week)+ HP 80MPa 723 K (30min),HP,723.0,,,,,,,"Lu, X., Morelli, D. T., Wang, Y., Lai, W., Xia, Y., & Ozolins, V. (2016). Phase Stability, Crystal Structure, and Thermoelectric Properties of Cu12Sb4S13-xSex Solid Solutions. Chemistry of Materials, 28(6), 1781–1786. https://doi.org/10.1021/acs.chemmater.5b04796"
Thesis_2015 Bouyrie,Cu12Sb3TeS12.8Se0.25,Se+Te,12.0,0.74,0.81,400.0,,182.0,675.0,2.63,2.77,0.72,0.74,,quartz tube.  923 K (12h). HR 0.3/min CR 0.3K/min,SPS 80MPa. 573 K (4min). 723(4min),SPS,723.0,,92.0,,,,,"Bouyrie, Y. (2015). Identification, synthèse et caractérisation de phases tétraédrites pour la conversion d’énergie par effets thermoélectriques. https://theses.hal.science/tel-01599972v1"
Thesis_2015 Bouyrie,Cu12Sb3TeS12.5Se0.5,Se+Te,12.0,0.53,0.63,400.0,,165.0,175.0,2.74,2.46,0.8,0.81,,quartz tube.  923 K (12h). HR 0.3/min CR 0.3K/min,SPS 80MPa. 573 K (4min). 723(4min),SPS,724.0,,91.0,,,,,"Bouyrie, Y. (2015). Identification, synthèse et caractérisation de phases tétraédrites pour la conversion d’énergie par effets thermoélectriques. https://theses.hal.science/tel-01599972v2"
Thesis_2015 Bouyrie,Cu12Sb3TeS12Se,Se+Te,12.0,0.51,0.64,400.0,,162.0,170.0,2.75,2.4,0.83,0.84,,quartz tube.  923 K (12h). HR 0.3/min CR 0.3K/min,SPS 80MPa. 573 K (4min). 723(4min),SPS,725.0,,92.0,,,,,"Bouyrie, Y. (2015). Identification, synthèse et caractérisation de phases tétraédrites pour la conversion d’énergie par effets thermoélectriques. https://theses.hal.science/tel-01599972v3"
Thesis_2015 Bouyrie,Cu12Sb3TeS11.5Se1.5,Se+Te,12.0,0.52,0.68,400.0,,163.0,170.0,3.09,2.8,0.85,0.86,,quartz tube.  923 K (12h). HR 0.3/min CR 0.3K/min,SPS 80MPa. 573 K (4min). 723(4min),SPS,726.0,,95.0,,,,,"Bouyrie, Y. (2015). Identification, synthèse et caractérisation de phases tétraédrites pour la conversion d’énergie par effets thermoélectriques. https://theses.hal.science/tel-01599972v4"
Sun 2017,Cu12 Sb4 S12.6,Cu-excess/deficiency,12.0,0.45,0.65,450.0,723.0,122.0,164.0,5.35,3.32,1.14,1.01,,MA 450rpm 10h,SPS  723 K (10min). 50 MPa,SPS,723.0,450.0,86.0,,,,,"Sun, F. H., Wu, C. F., Li, Z., Pan, Y., Asfandiyar, Dong, J., & Li, J. F. (2017). Powder metallurgically synthesized Cu12Sb4S13 tetrahedrites: phase transition and high thermoelectricity. RSC Advances, 7(31), 18909–18916. https://doi.org/10.1039/c7ra02564e"
Sun 2017,Cu12 Sb4 S12.7,Cu-excess/deficiency,12.0,0.45,0.65,450.0,723.0,118.0,164.21,5.35,3.24,1.06,0.93,,MA 450rpm 10h,SPS  723 K (10min). 50 MPa,SPS,723.0,450.0,86.0,,,,,"Sun, F. H., Wu, C. F., Li, Z., Pan, Y., Asfandiyar, Dong, J., & Li, J. F. (2017). Powder metallurgically synthesized Cu12Sb4S13 tetrahedrites: phase transition and high thermoelectricity. RSC Advances, 7(31), 18909–18916. https://doi.org/10.1039/c7ra02564e"
