material,number_of_elements,critical_temp
Tl0.85Cr0.15Sr2Ca1Cu1.8Ge0.2O7,7,89.8
Tl0.85Cr0.15Sr2Ca1Cu1.7Ge0.3O7,7,88.65
Tl0.85Cr0.15Sr2Ca1Cu1.6Ge0.4O7,7,54.0
Tl0.5Pb0.5Sr1.8Yb0.2Ca1Cu2O7,7,98.45
Tl0.5Pb0.5Sr1.8Yb0.2Ca0.8Mg0.2Cu2O7,8,96.8
Tl0.5Pb0.5Sr1.8Yb0.2Ca0.6Mg0.4Cu2O7,8,101.1
Tl0.5Pb0.5Sr1.8Yb0.2Ca0.4Mg0.6Cu2O7,8,102.75
Tl0.5Pb0.5Sr1.8Yb0.2Ca0.2Mg0.8Cu2O7,8,75.2
Tl0.5Pb0.5Sr1.8Yb0.2Mg1Cu2O7,7,64.95
Tl1Sr1.8Yb0.2Ca1Cu2O7,6,64.75
Tl0.9Sr1.8Yb0.2Ca1Cu2.1O7,6,68.55
Tl0.8Sr1.8Yb0.2Ca1Cu2.2O7,6,78.35
Tl0.7Sr1.8Yb0.2Ca1Cu2.3O7,6,79.5
Tl0.6Sr1.8Yb0.2Ca1Cu2.4O7,6,85.05
Tl0.5Sr1.8Yb0.2Ca1Cu2.5O7,6,76.15
Tl0.4Sr1.8Yb0.2Ca1Cu2.6O7,6,72.9
Tl1Sr1.6Yb0.4Ca1Cu2O7,6,87.0
Tl0.9Sr1.6Yb0.4Ca1Cu2.1O7,6,78.0
Tl0.2Sr1.6Yb0.4Ca1Cu2.2O7,6,66.0
Tl0.3Sr1.6Yb0.4Ca1Cu2.3O7,6,87.5
Tl0.4Sr1.6Yb0.4Ca1Cu2.4O7,6,63.5
Tl0.5Sr1.6Yb0.4Ca1Cu2.5O7,6,64.0
Tl0.8Hg0.2Ba2Ca2Cu3O9,6,137.4
Tl0.8Hg0.2Ba2Ca1.975Sm0.025Cu3O9,7,123.4
Tl0.8Hg0.2Ba2Ca1.95Sm0.05Cu3O9,7,114.1
Tl0.8Hg0.2Ba2Ca1.9Sm0.1Cu3O9,7,97.9
Tl0.8Hg0.2Ba2Ca1.85Sm0.15Cu3O9,7,90.5
Tl0.8Hg0.2Ba2Ca1.975Yb0.025Cu3O9,7,124.5
Tl0.8Hg0.2Ba2Ca1.95Yb0.05Cu3O9,7,112.2
Tl0.8Hg0.2Ba2Ca1.9Yb0.1Cu3O9,7,105.7
Tl0.8Hg0.2Ba2Ca1.85Yb0.15Cu3O9,7,90.5
Ba1Fe1.922Rh0.078As2,4,14.0
La0.81Sm0.06Sr0.13Fe1As1O1,6,18.5
La0.81Gd0.06Sr0.13Fe1As1O1,6,17.1
La0.81Dy0.06Sr0.13Fe1As1O1,6,16.5
Ca1,1,29.0
Li1Fe1As1,3,16.9
Na0.9Fe1As1,3,18.0
Eu1Fe2As2,3,25.0
Ca4Al2Fe2As2O5.785,5,27.0
Ca4Al2Fe2As2O5.65,5,26.8
Ca4Al2Fe2P2O5.8,5,17.0
Fe2As2Sr4Sc1.8Ti1.2O8,6,28.0
Fe2As2Sr4Sc1.5Ti1.5O8,6,22.0
Fe2As2Ba4Sc3O7.5,5,11.0
Ba1Fe1.922Rh0.078As2,4,17.8
Ba1Fe1.848Rh0.152As2,4,22.2
Ba1Fe1.738Rh0.262As2,4,8.3
Ba1Fe1.958Pd0.042As2,4,4.1
Ba1Fe1.946Pd0.054As2,4,12.3
Ba1Fe1.94Pd0.06As2,4,16.4
Ba1Fe1.894Pd0.106As2,4,13.3
Ba1Fe1.866Pd0.134As2,4,7.16
Ba1Fe1.952Ni0.048As2,4,4.1
Ba1Fe1.936Ni0.064As2,4,14.8
Ba1Fe1.908Ni0.092As2,4,18.9
Ba1Fe1.892Ni0.108As2,4,14.8
Ba1Fe1.856Ni0.144As2,4,6.14
Nd1.85Ce0.15Cu1O4,4,19.4
Nb1C1N1,3,15.75
Nb1C1N1,3,16.5
Zr55Co30Al15,3,2.4
Co15Zr85,2,3.3
Zr55Cu30Al10Ni5,4,2.7
Zr55Cu25Nb5Al10Ni5,5,3.0
K0.75Fe1.68Se2,3,31.0
K0.8Fe1.76Se2,3,32.2
Tl0.58Rb0.42Fe1.72Se2,4,31.5
Cu0.4Bi2Se3,3,3.09
Li1Fe1As1,3,17.8
Li2Pd3B1,3,7.46
Li2Pd2.85Pt0.15B1,4,6.4
Li2Pd2.4Pt0.6B1,4,5.47
Li2Pd1.5Pt1.5B1,4,4.36
Li2Pd0.48Pt2.52B1,4,3.07
Li2Pd0.3Pt2.7B1,4,3.37
Li2Pt3B1,3,3.12
Ca1Ir1Si3,3,3.0
K0.64Fe1.44Se2,3,31.0
K0.73Fe1.44Se1.68S0.32,4,31.4
K0.7Fe1.55Se1.01S0.99,4,21.4
K0.76Fe1.61Se0.96S1.04,4,16.4
K0.8Fe2Se0.42S1.58,4,1.9
K0.2Fe2S2,3,1.8
K0.65Fe1.41Se2,3,32.0
Nb1S2,2,6.05
Nb1S2,2,5.7
Nb0.7Fe1.55Se1.01S0.99,4,23.5
Nb0.76Fe1.61Se0.96S1.04,4,18.0
Li1Fe0.975Co0.025As1,4,13.8
Li1Fe0.95Co0.05As1,4,10.8
Li1Fe1As1,3,16.8
Li1Fe1As1,3,16.6
Li0.99Fe1.01As1,3,14.0
Li0.98Fe1.02As1,3,4.61
Li1Fe0.975Co0.025As1,4,13.0
Li1Fe0.95Co0.05As1,4,9.78
Li1Fe0.925Co0.075As1,4,7.66
Li1Fe0.99Ni0.01As1,4,13.35
Li1Fe0.98Ni0.02As1,4,10.58
Ca10Fe8.2Pt4.8As18,4,38.0
Ca10Fe9.2Pt3.8As18,4,13.0
Lu2Fe3Si5,3,2.78
Zr1Ru1P1,3,13.8
Zr1Ru0.95Fe0.05P1,4,10.3
Zr1Ru0.8Fe0.2P1,4,2.6
Zr1Rh1P1,3,1.5
Zr1Ru0.99Rh0.01P1,4,10.1
Zr1Ru0.95Rh0.05P1,4,9.3
Zr1Ru0.95Rh0.05P1,4,3.0
Zr1Ru0.9Rh0.1P1,4,2.9
Zr1Ru1P1,3,3.76
Zr1Ru1P1,3,10.1
Zr1Ru1P0.95B0.05,4,8.4
Zr1Ru1P0.9B0.1,4,8.1
Zr1Ru1P0.85B0.15,4,6.4
Zr1Ru1P0.8B0.2,4,5.4
Zr1Ru1P0.6B0.4,4,5.6
La1Ru2P2,3,4.0
La1Ru2P1.6B0.4,4,2.0
Zr1Ru1P1,3,10.3
Pr1Fe0.95Co0.05As1O1,5,4.96
Pr0.8Sr0.2Fe1As1O1,5,15.0
Pr0.8Sr0.2Fe0.85Co0.15As1O1,6,15.8
La1.76Sr0.24Cu0.94Mn0.06O4,5,34.0
Zr1Ru1P1,3,7.6
Tl0.59Cs0.26Fe1.9Se2,4,30.3
Fe1Se0.5Te0.5,3,12.5
Co1Zr2,2,5.47
Zr2Co0.95Ga0.05,3,5.79
Zr2Co0.9Ga0.1,3,5.72
Zr2Co0.85Ga0.15,3,5.56
Zr2Co0.8Ga0.2,3,5.29
Zr2Co0.75Ga0.25,3,5.1
Zr2Co0.7Ga0.3,3,4.97
Fe1Cr0.01Se1,3,10.4
Fe1Cr0.01Se1,3,11.2
Zr2Co0.85Ni0.15,3,5.92
Zr2Co0.75Ni0.25,3,4.91
Zr2Co0.5Ni0.5,3,3.11
Zr2Co0.3Ni0.7,3,1.87
Zr2Co0.15Ni0.85,3,1.4
Ni1Zr2,2,1.56
La1Pt1Si1,3,4.3
La1Pt0.9Ni0.1Si1,4,3.23
La1Pt0.8Ni0.2Si1,4,2.82
La1Pt0.7Ni0.3Si1,4,2.775
La1Pt0.6Ni0.4Si1,4,2.63
La1Pt0.5Ni0.5Si1,4,2.285
La1Pt0.4Ni0.6Si1,4,1.945
La1Pt0.3Ni0.7Si1,4,1.655
La1Pt0.1Ni0.9Si1,4,1.275
La1Ni1Si1,3,1.23
Fe1.01Se1,2,8.0
Bi4Te3,2,2.1
Bi4Te3,2,8.4
Ca0.8La0.2Fe2As2,4,40.0
Ba0.7Rb0.3Fe2As2,4,36.9
Ba0.65Rb0.35Fe2As2,4,35.8
Ba0.6Rb0.4Fe2As2,4,34.0
La1Fe1As1F0.055O0.945,5,7.0
Bi1Pd1,2,3.8
Li1Fe1As1,3,17.4
Ca1Al1Si1,3,5.95
Ca1Al1Si1,3,7.89
La1Fe1As0.95Sb0.05F0.2O0.8,6,30.1
La1Fe1As0.9Sb0.1F0.2O0.8,6,28.6
Rb0.88Fe1.81Se2,3,32.0
Cs0.86Fe1.66Se2,3,29.0
Tl0.4K0.3Fe1.7Se2,4,28.0
Tl0.4Rb0.4Fe1.6Se2,4,32.0
K0.86Fe1.66Se2,3,32.0
K0.8Fe1.7Se2,3,31.0
Rb0.8Fe1.7Se2,3,31.75
Cs0.8Fe1.7Se2,3,29.2
Tl0.4K0.3Fe1.7Se2,4,26.25
Tl0.4Rb0.4Fe1.7Se2,4,31.35
Mo5Si1B2,3,5.8
Ca0.5Na0.5Fe2As2,4,19.4
Ca0.4Na0.6Fe2As2,4,25.0
Ca0.25Na0.75Fe2As2,4,33.4
Ba0.65Na0.35Fe2As2,4,29.4
Y1Ni1Ge3,3,0.46
Nd0.8Ba0.2Fe1As1F0.4O0.6,6,50.03
Gd1Ba2Cu3O7,4,91.8
Gd0.95Pr0.05Ba2Cu3O7,5,86.5
Gd0.95Pr0.05Ba2Cu2.94Mn0.06O7,6,68.0
Gd0.95Pr0.05Ba2Cu2.94Fe0.06O7,6,54.5
Gd0.95Pr0.05Ba2Cu2.94Ni0.06O7,6,64.0
Gd0.95Pr0.05Ba2Cu2.94Zn0.06O7,6,46.2
Mo0.25Sr2Y1Ce4Cu2.75O15,6,55.0
Mo0.25Sr2Y1.002Ce4.998Cu2.75O17,6,55.0
Ca0.8Na0.2Fe2As2,4,14.0
Ca0.6Na0.4Fe2As2,4,21.0
Ni2P2Sr4Sc2O6,5,3.45
Ni2As2Sr4Sc2O6,5,2.8
Sr1Fe2As1.4P0.6,4,25.0
Sr1Fe2As1.3P0.7,4,27.0
Sr1Fe2As1.2P0.8,4,27.0
Ca1Fe2As1.925P0.075,4,13.0
Ca0.5Na0.5Fe2As2,4,20.0
Ba1Fe2Se3,3,11.0
Ba1Fe2As3,3,35.4
Na0.86Fe1As1,3,26.0
Tb0.56Ca0.44Fe1As1O1,5,15.6
Nd0.8Sr0.2Fe1As1O1,5,13.5
Ba1Fe1.92Co0.08As2,4,5.8
Ba1Fe1.9Co0.1As2,4,19.5
Ba1Fe1.89Co0.11As2,4,21.5
Ba1Fe1.885Co0.115As2,4,24.3
Ba1Fe1.85Co0.15As2,4,22.9
Ba1Fe1.82Co0.18As2,4,20.7
Ba1Fe1.776Co0.224As2,4,11.1
Ba1Fe1.76Co0.24As2,4,5.1
Ni0.05Zr1Te3,3,3.1
Ce1Fe1As1F0.3O0.7,5,46.0
Fe1.04Te0.6Se0.4,3,14.0
K0.8Fe2Se2,3,31.0
Rb0.8Fe2Se2,3,31.75
Cs0.8Fe2Se2,3,29.2
Tl0.4K0.3Fe2Se2,4,26.25
Tl0.4Rb0.4Fe2Se2,4,31.35
Eu1Fe1.5Ru0.5As2,4,21.5
Sm1Fe0.925Co0.075As1O1,5,11.6
Sm1Fe0.9Co0.1As1O1,5,15.0
Sm1Fe0.875Co0.125As1O1,5,12.8
Sm1Fe0.85Co0.15As1O1,5,10.0
Sm1Fe0.825Co0.175As1O1,5,5.8
Sm1Fe0.9Co0.1As1O1,5,15.6
Sm1Fe0.9Rh0.1As1O1,5,9.6
Sm1Fe0.875Ir0.125As1O1,5,16.5
Eu0.7Na0.3Fe2As1.4P0.6,5,25.2
Ca8Mg1.5Ti4.5Fe2As2O9.5,6,40.0
Ca1Fe0.95Rh0.05As1F1,5,3.81
Ca1Fe0.92Rh0.08As1F1,5,22.2
Ca1Fe0.85Rh0.15As1F1,5,18.4
Y2Fe1C4,3,3.6
Rh17S15,2,5.36
Pd17Se15,2,2.2
Fe1Se0.4Te0.6,3,14.0
Ba1Fe2As2,3,16.6
Ba1Fe1.82Ru0.18As2,4,25.8
Ba1Fe1.68Ru0.32As2,4,23.0
Ba1Fe1.58Ru0.42As2,4,6.83
Ba1Fe1.44Ru0.56As2,4,15.0
Sm1Fe1As0.5P0.5O1,5,23.4
Sm1Fe1As0.5P0.5O1,5,20.0
Sm1Fe1As0.5P0.5O0.85,5,17.0
Sm1Fe1As0.5P0.5O0.85,5,21.7
Rb0.653Fe1.532Se2,3,30.9
Rb0.796Fe1.596Se2,3,32.4
Rb0.801Fe1.602Se2,3,32.4
Rb0.74Fe1.6Se2,3,32.4
Rb2Fe4Se5,3,32.0
Fe1Se0.5Te0.5,3,15.2
Rb0.76Fe1.62Se2,3,29.5
Rb0.8Fe1.68Se2,3,32.0
Ba1Fe1.902Co0.098As2,4,15.8
Ba1Fe1.898Co0.102As2,4,18.6
Ba1Fe1.86Co0.14As2,4,22.4
Ba1Fe1.83Co0.17As2,4,19.6
Ba1Fe1.78Co0.22As2,4,13.5
Sc2Fe3Si5,3,4.8
Sc5Ir4Si10,3,8.4
Fe1Se0.5Te0.5,3,13.9
Fe0.98Mn0.02Se0.5Te0.5,4,14.4
Fe1Se1,2,13.4
Ca0.33Na0.66Fe2As2,4,33.0
K0.74Fe1.67Se1.61S0.4,4,32.0
Cs0.86Fe1.66Se2,3,30.0
K0.85Fe2Se1.8,3,32.6
K0.86Fe2Se1.82,3,31.1
K0.79Fe1.64Se2,3,30.4
Fe1Se0.42Te0.58,3,14.8
B2Mg1,2,40.5
B2Mg0.988Sc0.012,3,41.4
Na1O,2,28.0
La1.82Sr0.18Cu1O4,4,41.0
La1.79Sr0.21Cu1O4,4,33.0
La1.73Sr0.27Cu1O4,4,4.0
La1.73Sr0.27Cu1O4,4,21.0
La1.7Sr0.3Cu1O4,4,9.0
W1F0.45O2.55,3,0.38
W1F0.41O2.59,3,0.42
W1F0.44O2.56,3,0.41
La1Fe1As1F0.1O0.9,5,23.0
La1Fe0.98Zn0.02As1F0.1O0.9,6,25.5
La1Fe0.95Zn0.05As1F0.1O0.9,6,25.4
La1Fe0.9Zn0.1As1F0.1O0.9,6,19.9
La1Fe0.85Zn0.15As1F0.1O0.9,6,19.9
Sm1Fe1As1F0.2O0.8,5,52.5
Sm1Fe0.95Zn0.05As1F0.2O0.8,6,23.3
Sm1Fe0.9Zn0.1As1F0.2O0.8,6,18.2
Ca3Co4Sn13,3,5.75
La3Co4Sn13,3,2.7
Re3W1,2,7.8
Re3W1,2,9.4
Ca0.64Na0.36Fe2As2,4,17.0
Ca0.5Na0.5Fe2As2,4,22.0
Ca0.34Na0.66Fe2As2,4,34.0
Ba1Fe1.9Se3,3,11.0
La1Ru3Si2,3,7.8
Y1Pt1Bi1,3,0.77
Fe1Te0.95Se0.05,3,6.7
Fe1Te0.93Se0.07,3,8.2
Fe1Te0.9Se0.1,3,9.6
Fe1Te0.7Se0.3,3,12.9
Fe1Te0.4Se0.4,3,14.4
Nb4Ni1Si1,3,7.7
Nb4Co1Si1,3,6.0
Nb4Fe1Si1,3,6.8
Sr1Fe1.9Pt0.1As2,4,1.6
Sr1Fe1.85Pt0.15As2,4,11.7
Sr1Fe1.8Pt0.2As2,4,15.8
Sr1Fe1.7Pt0.3As2,4,12.6
Sr1Fe1.6Pt0.4As2,4,7.0
Ba0.6K0.4O3,3,30.6
Ba0.4K0.6O3,3,7.0
Zn0.025In2O3,3,2.68
Sr1Fe1.75Pt0.25As2,4,16.3
Sr1Fe1.5Ru0.5As2,4,7.0
Sr1Fe1.4Ru0.6As2,4,19.8
Sr1Fe1.3Ru0.7As2,4,20.1
Sr1Fe1.2Ru0.8As2,4,17.2
Ba1Fe1.8Ir0.2As2,4,27.4
Ba1Fe1.7Ir0.3As2,4,27.0
Ba1Fe1.6Ir0.4As2,4,24.5
Ba1Fe1.9Pt0.1As2,4,23.0
Sr1Si1.9Ni0.1,3,2.3
Sr1Si1.8Ni0.2,3,2.6
Sr1Si1.7Ni0.3,3,2.8
Al20.3V2,2,1.49
Ga0.2V2Al20,3,1.66
Y1V2Al20,3,0.69
C14H10Sr1.5,3,5.6
C14H10Ba1.5,3,5.4
C22H14K2.9,3,7.0
C22H14K3.3,3,18.0
C22H14Rb3.1,3,6.9
Sr0.8Eu0.2Fe1.78Co0.22As2,5,18.0
Sr0.54Eu0.46Fe1.78Co0.22As2,5,16.2
Tl0.58Rb0.42Fe1.72Se2,4,33.5
Fe1Se0.98,2,8.0
Fe1Se0.94,2,8.79
La1Fe1As1O0.89,4,27.8
Pr1Fe1As1O0.896,4,44.4
Nd1Fe1As1O0.9,4,46.9
Tb1Fe1As1O0.8,4,32.0
Ga0.05V2Al20,3,1.53
Ga0.1V2Al20,3,1.53
Ga0.15V2Al20,3,1.53
Ga0.2V2Al20,3,1.65
Ga0.3V2Al20,3,1.6
Ga0.3V2Al20,3,1.54
Ga0.3V2Al20,3,1.5
Ga0.3V2Al20,3,1.43
Al20.3V20,2,1.49
Bi2Pd1,2,5.35
Fe1Te0.65Se0.35,3,15.0
Y1Ir2Si2,3,2.72
La1Ir2Si2,3,1.4
Ba1Ti2Sb2O1,4,1.2
Fe1Se0.82Cl0.18,3,10.5
Fe1Se0.4Te0.6,3,14.4
Fe1Se0.3Te0.7,3,14.8
Fe1Se0.1Te0.9,3,9.1
Sm1Fe1As1F0.5O,5,57.1
Sm1Fe1As1F0.5O,5,56.4
Sm1Fe1As1F0.5O,5,54.1
Sm1Fe1As1F0.5O,5,49.8
Y1Ba1.95La0.05Cu2.95Al0.05O,6,90.0
Y1Ba1.9La0.1Cu2.9Al0.1O,6,84.0
Y1Ba1.85La0.15Cu2.85Al0.15O,6,83.0
Y1Ba1.8La0.2Cu2.8Al0.2O,6,82.0
Y1Ba1.75La0.25Cu2.75Al0.25O,6,81.0
Y1Ba1.7La0.3Cu2.7Al0.3O,6,79.0
Y1Ba1.95La0.05Cu2.95Zn0.05O,6,71.9
Y1Ba1.9La0.1Cu2.9Zn0.1O,6,50.8
Y1Ba1.85La0.15Cu2.85Zn0.15O,6,49.9
Y1Ba1.8La0.2Cu2.8Zn0.2O,6,28.7
Y1Ba1.75La0.25Cu2.75Zn0.25O,6,23.8
Y0.95Ca0.05Ba2Cu2.97Mg0.03O,6,76.6
Y0.85Ca0.15Ba2Cu2.97Mg0.03O,6,73.5
Y0.8Ca0.2Ba2Cu2.97Mg0.03O,6,71.85
Y0.95Ca0.05Ba2Cu2.94Mg0.06O,6,75.92
Y0.85Ca0.15Ba2Cu2.94Mg0.06O,6,72.6
Y0.8Ca0.2Ba2Cu2.94Mg0.06O,6,72.3
Y2Ni1Ge3,3,0.533
La2Ni1Ge3,3,0.394
Ca1.875Na0.125Cu1Cl2O2,5,15.0
Ca1.867Na0.133Cu1Cl2O2,5,20.0
Ca1.843Na0.157Cu1Cl2O2,5,25.0
Sr1Pd2Ge2,3,2.6
Pr2Ba4Cu7O14.06,4,30.5
Pr2Ba4Cu7O14.3,4,21.0
Pb7Bi3,2,10.3
Pb7Bi3,2,7.8
Ba1Fe1.93Ni0.07As2,4,17.0
Ba1Fe1.85Ni0.15As2,4,13.5
Y1In3,2,0.96
Ca10Pt5.8Fe8.2As18,4,33.65
Ca10Pt4.8Fe9.2As18,4,13.7
Fe2As2Sr4V2O6,5,27.0
Fe2As2Ca4Mg0.75Ti2.25O7.5,6,42.0
Fe2As2Ca5Sc2Ti2O10.5,6,33.0
Fe2As2Ca6Al1Ti3O11,6,32.0
Fe2As2Ca5Mg1Ti3O9.5,6,36.0
Ba1Fe1.91Co0.09As2,4,16.76
Ba1Fe1.87Zn0.04Co0.09As2,5,13.42
Ba1Fe1.83Zn0.08Co0.09As2,5,7.54
Ba1Fe1.78Co0.22As2,4,18.96
Ba1Fe1.74Zn0.04Co0.22As2,5,15.82
Ba1Fe1.7Zn0.08Co0.22As2,5,8.77
Ba1Fe1.66Zn0.12Co0.22As2,5,4.6
Ba1Fe1.79Zn0.12Co0.09As2,5,3.37
Sr1Fe1.8Co0.2As2,4,17.53
Sr1Fe1.76Zn0.04Co0.2As2,5,12.1
Sr1Fe1.72Zn0.08Co0.2As2,5,9.41
Sr1Fe1.68Zn0.12Co0.2As2,5,6.22
Ba1Fe2As1.6P0.4,4,8.6
Ba1Fe2As1.5P0.5,4,29.9
Cu1Rh2S4,3,4.72
Cu1Rh2Se4,3,3.38
In1N1,2,0.47
In1N1,2,2.4
In1N1,2,1.3
In1N1,2,2.7
Fe1Te0.8Se0.2,3,10.5
Fe1Te0.6Se0.4,3,14.3
Mg1.2C1.6Ni3,3,7.3
Mg1.2C1.52B0.08Ni3,4,6.9
Mg1.2C1.44B0.16Ni3,4,6.6
Na1Fe1As1,3,13.0
Na1Fe1As1,3,26.0
Ba1Fe1.988Mo0.012As2,4,16.3
Ba1Fe1.982Mo0.018As2,4,16.7
Ba1Fe1.974Mo0.026As2,4,12.5
Ba1Fe1.948Mo0.052As2,4,7.4
Ba1Fe1.946Mo0.056As2,4,4.9
Ca10Pt3.28Fe9.72As18,4,6.0
Ca10Pt3.41Fe9.59As18,4,7.38
Ca10Pt3.42Fe9.58As18,4,8.78
Ca10Pt3.97Fe9.03As18,4,10.5
Eu0.64K0.36Fe2As2,4,27.6
Eu0.56K0.44Fe2As2,4,28.7
Eu0.51K0.49Fe2As2,4,32.5
Eu0.48K0.52Fe2As2,4,30.0
Eu1Fe2As1.58P0.42,4,29.0
Ca0.835La0.165Fe2As2,4,41.2
Ca0.719La0.281Fe2As2,4,31.7
Ca0.88Ce0.12Fe2As2,4,33.2
Ca0.78Ce0.22Fe2As2,4,36.2
Ca0.902Pr0.098Fe2As2,4,40.0
Ca0.858Pr0.142Fe2As2,4,45.3
Ca0.923Nd0.077Fe2As2,4,41.8
Ca0.906Nd0.094Fe2As2,4,19.3
Ba1Fe1.55Ru0.45As2,4,8.18
Ba1Fe1.32Ru0.68As2,4,14.5
Ba1Fe1.2Ru0.8As2,4,5.02
Sr1Ni2Ge2,3,0.895
Sr1Pd2Ge2,3,3.12
Sr1Pd1.8Ni0.2Ge2,4,3.1
Sr1Pd1.8Rh0.2Ge2,4,2.92
Sr1Pd1.94Co0.06Ge2,4,2.58
K0.8Fe1.7S1Se1,4,24.5
La1Ni2P2,3,2.6
Fe1.08Te0.55Se0.45O,4,14.5
Rb0.77Fe1.61Se2,3,32.6
K0.74Fe1.66Se2,3,31.0
Ca10Pt4.054Fe9.7As18,4,26.5
Ru0.7Rh0.3P1,3,1.13
Ru0.55Rh0.45P1,3,3.6
Ru0.4Rh0.6P1,3,1.27
Ru0.86Rh0.14As1,3,0.75
Ru0.77Rh0.23As1,3,1.88
Ru0.58Rh0.42As1,3,0.68
Ru1Sb1,2,1.2
Eu0.5K0.5Fe2As2,4,33.0
Eu0.5K0.5Fe1.94Ni0.06As2,5,23.0
Eu0.5K0.5Fe1.9Ni0.1As2,5,18.0
K0.5Ti1N1Cl1,4,16.0
Hf1N1Cl0.7,3,24.0
Y1Pd2Sn1,3,4.7
Lu1Pd2Sn1,3,2.8
Sc1Pd2Sn1,3,2.0
Hf1Pd2Al1,3,3.66
Zr1Pd2Al1,3,3.4
Hf1Pd2In1,3,2.86
Zr1Pd2In1,3,2.19
Ga3Sc1,2,2.1
Ga3Lu1,2,2.2
Rb0.8Fe2Se2,3,31.05
Rb0.8Fe2Se1.9Te0.1,4,26.25
Rb0.8Fe2Se1.8Te0.2,4,25.05
Rb0.8Fe2Se1.75Te0.25,4,22.2
Rb0.8Fe2Se1.7Te0.3,4,25.5
Ca0.67Sr0.33Fe2As2,4,22.0
Te3Zr1,2,1.8
Ce1Cu2Si2,3,0.8
Ba0.5K0.5Fe2As2,4,37.78
Ba0.5K0.5Fe1.9Mn0.1As2,5,9.53
Ba0.5K0.5Fe1.9Ru0.1As2,5,37.14
Ba0.5K0.5Fe1.9Co0.1As2,5,30.31
Ba0.5K0.5Fe1.9Ni0.1As2,5,26.75
Ba0.5K0.5Fe1.9Cu0.1As2,5,22.29
Ba0.5K0.5Fe1.9Zn0.1As2,5,30.15
Ba0.5K0.5Fe1.96Mn0.04As2,5,23.3
Ba0.5K0.5Fe1.8Cu0.2As2,5,11.83
Ba0.5K0.5Fe1.8Ni0.2As2,5,11.1
Ba0.5K0.5Fe1.7Ni0.3As2,5,5.1
Ba0.5K0.5Fe1.8Zn0.2As2,5,18.3
Ba0.5K0.5Fe1.7Zn0.3As2,5,7.86
Ba0.5K0.5Fe1.8Co0.2As2,5,19.95
Ba0.5K0.5Fe1.7Co0.3As2,5,13.56
Ba0.5K0.5Fe1.8Ru0.2As2,5,36.5
Rb0.8Fe1.6Se2,3,32.4
Ce1Fe1As1H0.07O0.93,5,31.3
Ce1Fe1As1H0.2O0.8,5,45.6
Ce1Fe1As1H0.3O0.7,5,44.9
Ce1Fe1As1H0.4O0.6,5,37.3
Ba0.55K0.45Fe1.95Co0.05As2,5,32.5
Na1Fe1As1,3,9.58
Na1Fe0.99Co0.01As1,4,13.7
Na1Fe0.979Co0.021As1,4,19.4
Na1Fe0.972Co0.028As1,4,20.1
Na1Fe0.939Co0.061As1,4,13.4
Na1Fe0.925Co0.075As1,4,10.6
Ca10Pt3.213Fe9.787As18,4,4.3
Ca10Pt3.474Fe9.526As18,4,11.85
Ca10Pt3.53Fe9.47As18,4,15.8
Ca10Pt3.617Fe9.383As18,4,13.6
Ca10Pt3.981Fe9.019As18,4,7.49
Ce1Fe1As0.7P0.3O1,5,4.0
La1Ru3Si2,3,7.18
La1Ru2.97Fe0.03Si2,4,6.22
La1Ru2.94Fe0.06Si2,4,4.58
La1Ru2.925Fe0.075Si2,4,3.12
La1Ru2.9175Fe0.0825Si2,4,2.51
La1Ru2.94Co0.06Si2,4,6.62
La1Ru2.85Co0.15Si2,4,6.45
La1Ru2.76Co0.24Si2,4,6.04
Na0.16Ti1N1Cl1,4,14.0
Lu2Ir3Si5,3,5.55
Lu2Ir3Si4.98Ge0.02,4,6.32
Lu2Ir3Si4.95Ge0.05,4,6.75
Lu2Ir3Si4.9Ge0.1,4,7.74
Lu2Ir3Si4.75Ge0.25,4,6.2
Lu2Ir3Si4.5Ge0.5,4,5.2
Lu2Ir3Si4.25Ge0.75,4,4.6
Lu2Ir3Si4Ge1,4,3.6
Lu2Ir2.97Rh0.03Si5,4,4.6
Lu2Ir2.91Rh0.09Si5,4,3.8
Lu2Ir2.7Rh0.3Si5,4,3.1
Lu2Ir2.4Rh0.6Si5,4,2.5
Lu1.96Sc0.04Ir3Si5,4,2.8
Lu1.92Sc0.08Ir3Si5,4,3.1
Lu1.9Sc0.1Ir3Si5,4,3.2
Rh3Bi14,2,2.94
K1Ni2Se2,3,0.8
La1Fe1As1O0.85,4,25.0
La1Fe1As1H0.15,4,27.5
La1Fe1As1H0.35,4,29.0
La1Fe1As1H0.55,4,30.5
La1Fe1As1H0.7,4,32.5
La1Fe1As1H0.85,4,35.0
Ca3Ir4Sn13,3,6.9
Ba1Fe2As1.5P0.5,4,15.9
Ba1Fe2As1.46P0.54,4,24.5
Ba1Fe2As1.34P0.66,4,28.8
Ba1Ni2Ge1P1,4,0.68
Ba1Ni2Ge0.8P1.2,4,1.38
Ba1Ni2Ge0.6P1.4,4,2.45
Ba1Ni2Ge0.4P1.6,4,2.84
Ba1Ni2Ge0.2P1.8,4,2.59
Ba1Ni2P2,3,2.55
Ca0.5Na0.5Fe2As2,4,17.8
Ca10Pt3.97Fe9.03As18,4,11.0
Na1Al1Si1,3,7.4
Ba0.77K0.23Fe2As2,4,16.5
Ba0.39K0.61Fe2As2,4,24.5
La1Fe1P1O1,4,7.32
La1Fe1P1O1,4,6.72
Pr1Fe1P1O1,4,3.96
Nd1Fe1P1O1,4,3.83
