Environment,Material Group,Material Family,Material,Rate (mm/yr) or Rating,Rate (mils/yr) or Rating,Localized Attack,UNS,Condition/Comment,Concentration (Vol %),Temperature (deg C),Temperature (deg F),Duration,Reference #,Reference,rate_mm_yr_numeric,rate_letter_grade
Steam,Stainless steels,Austenitic,302,B (Good),B (Good),,S30200,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Steam,Stainless steels,Austenitic,302,A (Resistant),A (Resistant),,S30200,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,303,A (Resistant),A (Resistant),,S30300,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,303,A (Resistant),A (Resistant),,S30300,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,303,B (Good),B (Good),,S30300,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Steam,Stainless steels,Austenitic,303,C (Questionable),C (Questionable),,S30300,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Steam,Stainless steels,Austenitic,303,A (Resistant),A (Resistant),,S30300,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,304,A (Resistant),A (Resistant),,S30400,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,304,B (Good),B (Good),,S30400,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Steam,Stainless steels,Austenitic,304,A (Resistant),A (Resistant),,S30400,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,316,A (Resistant),A (Resistant),,S31600,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,316,A (Resistant),A (Resistant),,S31600,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,316,A (Resistant),A (Resistant),,S31600,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,321,A (Resistant),A (Resistant),,S32100,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,347,A (Resistant),A (Resistant),,S34700,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,304L,A (Resistant),A (Resistant),,S30403,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,304L,B (Good),B (Good),,S30403,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Steam,Stainless steels,Austenitic,304L,A (Resistant),A (Resistant),,S30403,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,304LN,A (Resistant),A (Resistant),,S30453,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,304LN,B (Good),B (Good),,S30453,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Steam,Stainless steels,Austenitic,304LN,A (Resistant),A (Resistant),,S30453,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,316F,A (Resistant),A (Resistant),,S31620,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,316F,B (Good),B (Good),,S31620,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,B
Steam,Stainless steels,Austenitic,316F,A (Resistant),A (Resistant),,S31620,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,316L,A (Resistant),A (Resistant),,S31603,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,316L,A (Resistant),A (Resistant),,S31603,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,316L,A (Resistant),A (Resistant),,S31603,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,316LN,A (Resistant),A (Resistant),,S31653,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,316LN,A (Resistant),A (Resistant),,S31653,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,316LN,A (Resistant),A (Resistant),,S31653,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,316Ti,A (Resistant),A (Resistant),,S31635,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,316Ti,A (Resistant),A (Resistant),,S31635,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,316Ti,A (Resistant),A (Resistant),,S31635,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,317L,A (Resistant),A (Resistant),,S31703,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,317L,A (Resistant),A (Resistant),,S31703,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,317L,A (Resistant),A (Resistant),,S31703,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Ferritic,405,A (Resistant),A (Resistant),,S40500,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Ferritic,405,C (Questionable),C (Questionable),,S40500,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Steam,Stainless steels,Ferritic,405,C (Questionable),C (Questionable),,S40500,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Steam,Stainless steels,Ferritic,409,A (Resistant),A (Resistant),,S40900,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Ferritic,409,C (Questionable),C (Questionable),,S40900,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Steam,Stainless steels,Ferritic,409,C (Questionable),C (Questionable),,S40900,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Steam,Stainless steels,Ferritic,430,A (Resistant),A (Resistant),,S43000,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Ferritic,430,C (Questionable),C (Questionable),,S43000,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Steam,Stainless steels,Ferritic,434,A (Resistant),A (Resistant),,S43400,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Martensitic,403,A (Resistant),A (Resistant),,S40300,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Martensitic,403,C (Questionable),C (Questionable),,S40300,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Steam,Stainless steels,Martensitic,403,C (Questionable),C (Questionable),,S40300,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Steam,Stainless steels,Martensitic,410,B (Good),B (Good),,S41000,"Plus air, refluxed",,,,,121.0,"Cyclops Corp., Universal-Cyclops Specialty Steel Division",,B
Steam,Stainless steels,Martensitic,410,A (Resistant),A (Resistant),,S41000,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Martensitic,410,C (Questionable),C (Questionable),,S41000,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Steam,Stainless steels,Martensitic,410,C (Questionable),C (Questionable),,S41000,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Steam,Stainless steels,Martensitic,416,A (Resistant),A (Resistant),,S41600,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Martensitic,416,C (Questionable),C (Questionable),,S41600,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Steam,Stainless steels,Martensitic,416,C (Questionable),C (Questionable),,S41600,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Steam,Stainless steels,Martensitic,420,A (Resistant),A (Resistant),,S42000,,,400,752,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Steam,Stainless steels,Martensitic,420,C (Questionable),C (Questionable),,S42000,With SO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Steam,Stainless steels,Martensitic,420,C (Questionable),C (Questionable),,S42000,With CO2,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,C
Stearic Acid,Copper and alloys,Aluminum bronze,Aluminum bronze,B (Good),B (Good),,,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Stearic Acid,Copper and alloys,Brass,Brass,B (Good),B (Good),,,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Stearic Acid,Copper and alloys,Brass,Cartridge brass,C (Questionable),C (Questionable),,C26000,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,C
Stearic Acid,Copper and alloys,Brass,Commercial bronze,B (Good),B (Good),,C22000,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Stearic Acid,Copper and alloys,Brass,Muntz metal,C (Questionable),C (Questionable),,C28000,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,C
Stearic Acid,Copper and alloys,Brass,Red brass,B (Good),B (Good),,C23000,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Stearic Acid,Copper and alloys,Copper,Electrolytic copper,B (Good),B (Good),,C11000,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Stearic Acid,Copper and alloys,Copper,Phosphor copper,B (Good),B (Good),,C12200,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Stearic Acid,Copper and alloys,Copper-nickel,70-30 cupronickel,B (Good),B (Good),,C71500,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Stearic Acid,Copper and alloys,Copper-nickel,90-10 cupronickel,B (Good),B (Good),,C70600,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Stearic Acid,Copper and alloys,Leaded brass,Architectural bronze,C (Questionable),C (Questionable),,C38500,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,C
Stearic Acid,Copper and alloys,Leaded brass,Free-cutting brass,C (Questionable),C (Questionable),,C36000,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,C
Stearic Acid,Copper and alloys,Nickel-silver,Nickel- silver,B (Good),B (Good),,,,18,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Stearic Acid,Copper and alloys,Phosphor bronze,"Phosphor bronze, 5% Sn",B (Good),B (Good),,C51000,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Stearic Acid,Copper and alloys,Phosphor bronze,"Phosphor bronze, 8% Sn",B (Good),B (Good),,C52100,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Stearic Acid,Copper and alloys,Silicon bronze,"Silicon bronze, high",B (Good),B (Good),,C65500,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Stearic Acid,Copper and alloys,Silicon bronze,"Silicon bronze, low",B (Good),B (Good),,C65100,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Stearic Acid,Copper and alloys,Tin brass,Admiralty brass,B (Good),B (Good),,C44300,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,B
Stearic Acid,Copper and alloys,Tin brass,Naval brass,C (Questionable),C (Questionable),,C46400,,,,,,93.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 90-96",,C
Stearic Acid,Miscellaneous,Magnesium and alloys,Magnesium,A (Resistant),A (Resistant),,,Dry,100,Room,Room,,119.0,"Dow Chemical Co., Midland, MI",,A
Stearic Acid,Miscellaneous,Noble metals,Gold,0.05 max,2 max,,P00016,,Pure,Boiling,Boiling,,8.0,"Metals Handbook, Ninth Edition, Vol 13, Corrosion, ASM International, Metals Park, OH, 1987, p 798",0.05,
Stearic Acid,Miscellaneous,Noble metals,Silver,0.05 max,2 max,,P07010,,Pure,160,320,,4.0,"Metals Handbook, Ninth Edition, Vol 13, Corrosion, ASM International, Metals Park, OH, 1987, p 795",0.05,
Stearic Acid,Miscellaneous,Noble metals,Silver,0.05 max,2 max,,P07010,,Pure,160,320,,4.0,"Metals Handbook, Ninth Edition, Vol 13, Corrosion, ASM International, Metals Park, OH, 1987, p 795",0.05,
Stearic Acid,Refractory metals and alloys,Titanium and alloys,Titanium,0.003,0.12,,,Molten,100,180,356,,90.0,"N.D. Tomashov and P.M. Altovskii, Corrosion and Protection of Titanium, Government Scientific-Technical Publication of Machine-Building Literature (Russian translation), 1963; L.C. Covington and R.W. Schultz, Corrosion of Resistance of Titanium, TIMET Cor",0.003,
Stearic Acid,Stainless steels,Austenitic,301,A (Resistant),A (Resistant),,S30100,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,301,A (Resistant),A (Resistant),,S30100,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,302,A (Resistant),A (Resistant),,S30200,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,302,A (Resistant),A (Resistant),,S30200,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,303,A (Resistant),A (Resistant),,S30300,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,303,A (Resistant),A (Resistant),,S30300,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,303,A (Resistant),A (Resistant),,S30300,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,304,A (Resistant),A (Resistant),,S30400,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,304,A (Resistant),A (Resistant),,S30400,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,316,A (Resistant),A (Resistant),,S31600,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,316,A (Resistant),A (Resistant),,S31600,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,321,A (Resistant),A (Resistant),,S32100,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,321,A (Resistant),A (Resistant),,S32100,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,347,A (Resistant),A (Resistant),,S34700,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,347,A (Resistant),A (Resistant),,S34700,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,304L,A (Resistant),A (Resistant),,S30403,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,304L,A (Resistant),A (Resistant),,S30403,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,304LN,A (Resistant),A (Resistant),,S30453,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,304LN,A (Resistant),A (Resistant),,S30453,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,316F,A (Resistant),A (Resistant),,S31620,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,316F,A (Resistant),A (Resistant),,S31620,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,316L,A (Resistant),A (Resistant),,S31603,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,316L,A (Resistant),A (Resistant),,S31603,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,316LN,A (Resistant),A (Resistant),,S31653,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,316LN,A (Resistant),A (Resistant),,S31653,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,316Ti,A (Resistant),A (Resistant),,S31635,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,316Ti,A (Resistant),A (Resistant),,S31635,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,317L,A (Resistant),A (Resistant),,S31703,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,317L,A (Resistant),A (Resistant),,S31703,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Duplex,Ferralium 255,0.01 max,0.3 max,,S32550,Plus 3% NaCl,,100,212,,60.0,"Haynes International, 1986",0.01,
Stearic Acid,Stainless steels,Duplex,Ferralium 255,0.21,8.3,,S32550,Plus 1% H2SO4,,100,212,,60.0,"Haynes International, 1986",0.21,
Stearic Acid,Stainless steels,Duplex,Ferralium 255,0.01,0.4,,S32550,Plus 1% H2SO4 and 3% NaCl,,100,212,,60.0,"Haynes International, 1986",0.01,
Stearic Acid,Stainless steels,Ferritic,405,A (Resistant),A (Resistant),,S40500,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Ferritic,409,A (Resistant),A (Resistant),,S40900,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Ferritic,430,A (Resistant),A (Resistant),,S43000,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Ferritic,434,A (Resistant),A (Resistant),,S43400,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Ferritic,434,A (Resistant),A (Resistant),,S43400,,,130,266,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Stearic Acid,Stainless steels,Martensitic,403,A (Resistant),A (Resistant),,S40300,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
